"","V1","V2","V3","V4","V5","V6","V7"
"23",2.50335383436648,2.40672896318032,2.95710375702269,2.86866467866427,2.24777198062089,2.6154095059145,2.60998740927678
"24",1.97382996478651,2.15942419275073,2.7620137218856,2.69640846413763,2.07380524565908,2.64884593600374,2.51979713369188
"25",1.93376652740651,2.13331767727605,2.57393269648831,2.62193510544997,2.10208256405013,2.34021313456185,2.17975553529185
"26",2.07992233022112,2.17357516972552,2.42463712048469,2.56072330686176,2.07963526882428,2.43253751170346,2.13327858064288
"27",1.92757273138713,2.09992616092483,2.53803681639595,2.44683262547706,2.15592115534331,2.61497308122287,2.08895550433686
"28",2.02998368264046,2.12167634274629,2.60565280443554,2.57664977716662,2.03953635876653,2.78510737341661,2.07810890946059
"29",1.99251734619168,2.12554256080997,2.47580179097859,2.68613183157473,2.19102521368311,2.22195466986084,2.08111931711665
"30",2.18231507316406,2.31482954147076,2.53184254931766,2.60415086370874,2.29950768916098,2.27308104397009,2.2069268698107
"31",2.17494420099181,2.22595115969158,2.55228715223182,2.74481125440791,2.24644953663632,2.37006839101829,2.02869332475898
"32",2.03286206691938,2.15029480403206,2.37474524757928,2.43566000521801,2.01477757762962,2.22338930648361,1.80514536075691
"33",1.95921301540906,2.0496984406448,2.23506645865498,2.31241007704274,1.96458518919923,2.16681591744951,1.85146946414229
"34",2.18959097627373,2.04421102454262,2.21024731498085,2.30032857519223,1.87727966996659,2.08008056271505,1.94404071640022
"35",2.49398973485301,2.40105402853244,2.69604566341513,2.82071365071466,2.29799604056521,2.19715144894476,2.04103466177666
"36",2.53538380173984,2.55753636546228,2.87707382497932,2.93829460654878,2.61057479291956,2.29481827503643,1.94410682606901
"37",2.8346125291298,2.88798688806841,3.11801613684087,3.182907700706,2.71496396222933,2.34403321821483,2.08789303534426
"38",2.83203539074734,3.08598365621102,3.24580473541658,3.42486297821201,2.79895378232944,2.46173736681135,2.16455817861258
"39",2.97041456394829,2.95592667554237,3.48569321239537,3.64635782297766,2.95764778235971,2.54693610167101,2.05160173455801
"40",2.98937304273338,3.0933606095451,3.48460461387066,3.72280512959501,2.91681711737773,3.00024711793905,2.26729972161478
"41",3.05628004743957,3.14095773862516,3.63393574376542,3.76148921222323,2.53553748583741,2.15608043359675,1.92250065825063
"42",2.78209274866453,3.01778514427146,3.67640656606673,3.60215310673002,2.45662887270632,2.10182988879822,1.93594574627478
"43",3.15571289070273,3.48145766617517,4.17299683234466,4.02553038227482,2.37965953453135,2.1280624216417,2.17784193281325
"44",3.15982894480352,3.60292333029666,4.45552208953404,4.17731555699466,2.48589428512766,2.18108922338864,2.75051635932362
"45",3.06839006820798,3.31656134033145,4.27381515156538,4.1253921902766,2.80400896565261,2.63627871356167,3.03783324239274
"46",3.02972587041128,3.24526895400006,4.13530648172773,4.09746560012864,2.84627608880384,3.02497565890254,2.51902657020068
"47",2.62652231629861,2.90767303805448,3.82477108206446,3.66697156570162,2.80523182099422,2.70146403832198,1.95920437462182
"48",2.08431455586214,2.37693536508575,3.31987119585162,3.81764389758405,2.85449662903418,2.65752530362591,2.26067086511757
